Name;InternalName;Title;Class;ImageURL;AttackRange;MoveSpeed;HP;HPperLevel;hpregen;hpregenperlevel;Armor;ArmorperLevel;AttackDamage;AttackDamageperLevel;attackspeed;attackspeedperlevel;Spellblock;spellblockperlevel;Prv_attack;Prv_defense;Prv_magic;Lore;Image_Full;Image_Loading;Image_Sprite;Spell_Q_Name;Spell_Q_Desc;Spell_Q_Icon;Spell_W_Name;Spell_W_Desc;Spell_W_Icon;Spell_E_Name;Spell_E_Desc;Spell_E_Icon;Spell_R_Name;Spell_R_Desc;Spell_R_Icon;Passive_Name;Passive_Desc;Passive_Icon
Mel;Mel;the Soul's Reflection;Mage;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Mel.png;550;330;630;93;6.0;0.55;21;5.2;54;3.3;0.625;2.5;30;1.3;2;4;9;Mel Medarda is the presumed heir of the Medarda family, once one of the most powerful in Noxus. In appearance she is a graceful aristocrat, but beneath the surface lies a skilled politician who makes it her business to know everything about everyone she meets. After an encounter with the mysterious Black Rose, Mel discovered the depths of her mother's deception and, for once, faced a situation potentially beyond her control. With newly awakened magical abilities, she sailed home in search of answers—and though many still seek to temper the light within her, Mel's soul remains forever defiant.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Mel_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Mel_0.jpg;champion2.png;Radiant Volley;Mel fires a barrage of projectiles that explode around a target location, dealing damage repeatedly to enemies within the area.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MelQ.png;Rebuttal;Mel forms a barrier around herself that reflects enemy projectiles back at the attacker, prevents her from taking damage, and grants her movement speed.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MelW.png;Solar Snare;Mel fires a radiant orb forward, rooting those at its center while the area around it slows enemies and deals damage over time.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MelE.png;Golden Eclipse;Mel strikes all enemies marked with Overwhelm regardless of their distance from her, dealing additional damage for each stack of Overwhelm.<br><br>Ranks of Golden Eclipse increase Overwhelm's damage.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MelR.png;Searing Brilliance;Whenever Mel uses an ability, she gains three bonus projectiles (up to nine maximum) on her next attack.<br><br>When Mel deals damage through an ability or attack, she applies Overwhelm, which can stack infinitely. If the enemy is hit by Mel with enough Overwhelm damage, the stacks are consumed to execute the target.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Mel_Passive.png
Milio;Milio;The Gentle Flame;Support;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Milio.png;525;330;560;88;5.0;0.5;26;4.6;48;3.2;0.625;3.0;30;1.3;2;4;8;Milio is a warmhearted boy from Ixtal who has, despite his young age, mastered the fire axiom and discovered something new: soothing fire. With this newfound power, Milio plans to help his family escape their exile by joining the Yun Tal—just like his grandmother once did. Having traveled through the Ixtal jungles to the capital of Ixaocan, Milio now prepares to face the Vidalion and join the Yun Tal, unaware of the trials—and dangers—that await him.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Milio_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Milio_0.jpg;champion2.png;Ultra Mega Fire Kick;Kick a ball that knocks back an enemy. The ball launches upward on hit and falls toward the enemy, damaging and slowing enemies in the area upon impact.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MilioQ.png;Cozy Campfire;Create an empowering zone that heals allies and increases attack range to those inside. The zone follows the ally nearest to the cast point.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MilioW.png;Warm Hugs;Milio tosses a shield to an ally, temporarily increasing their movement speed. This ability has 2 charges.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MilioE.png;Breath of Life;Milio unleashes a wave of soothing flames that heal and remove crowd control effects from allies in range.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MilioR.png;Fired Up!;Milio's abilities enchant allies on touch, making their next damage deal a burst of extra damage and burn the target.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Milio_P.png
Miss Fortune;MissFortune;the Bounty Hunter;Marksman;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/MissFortune.png;550;325;625;100;3.75;0.65;25;4.0;55;2.4;0.656;3.0;30;1.3;8;2;5;A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her family—an act she brutally avenged years later, blowing up his flagship while he was still aboard. Those who underestimate her will face a beguiling and unpredictable opponent… and, likely, a bullet or two in their guts.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/MissFortune_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/MissFortune_0.jpg;champion2.png;Double Up;Miss Fortune fires a bullet at an enemy, damaging them and a target behind them. Both strikes can also apply Love Tap.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MissFortuneRicochetShot.png;Strut;Miss Fortune passively gains Move Speed when not attacked. This ability can be activated to grant bonus Attack Speed for a short duration. While it's on cooldown, Love Taps reduce the remaining cooldown of Strut.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MissFortuneViciousStrikes.png;Make It Rain;Miss Fortune reveals an area with a flurry of bullets, dealing waves of damage to opponents and slowing them.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MissFortuneScattershot.png;Bullet Time;Miss Fortune channels a barrage of bullets into a cone in front of her, dealing large amounts of damage to enemies. Each wave of Bullet Time can critically strike;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MissFortuneBulletTime.png;Love Tap;Miss Fortune deals bonus physical damage whenever she basic attacks a new target.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/MissFortune_W.png
Wukong;MonkeyKing;the Monkey King;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/MonkeyKing.png;175;340;610;99;3.5;0.65;31;4.7;66;3.5;0.69;3.0;28;2.05;8;5;2;Wukong is a vastayan trickster who uses his strength, agility, and intelligence to confuse his opponents and gain the upper hand. After finding a lifelong friend in the warrior known as Master Yi, Wukong became the last student of the ancient martial art known as Wuju. Armed with an enchanted staff, Wukong seeks to prevent Ionia from falling to ruin.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/MonkeyKing_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/MonkeyKing_0.jpg;champion2.png;Crushing Blow;Wukong's next attack gains attack range, deals bonus damage, and reduces the target's armor for a few seconds.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MonkeyKingDoubleAttack.png;Warrior Trickster;Wukong becomes <font color='#91d7ee'>Invisible</font> and dashes in a direction, leaving behind a clone that will attack nearby enemies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MonkeyKingDecoy.png;Nimbus Strike;Wukong dashes to a targeted enemy and sends out images to attack enemies near his target, dealing damage to each enemy struck.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MonkeyKingNimbus.png;Cyclone;Wukong's extends his staff and spins it around repeatedly, gaining Move Speed.<br><br>Enemies struck take damage and are knocked up.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MonkeyKingSpinToWin.png;Stone Skin;Wukong gains stacking armor and max health regeneration while fighting champions and monsters.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/MonkeyKingStoneSkin.png
Mordekaiser;Mordekaiser;the Iron Revenant;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Mordekaiser.png;175;335;645;104;5.0;0.75;37;4.2;61;4.0;0.625;1.0;32;2.05;4;6;7;Twice slain and thrice born, Mordekaiser is a brutal warlord from a foregone epoch who uses his necromantic sorcery to bind souls into an eternity of servitude. Few now remain who remember his earlier conquests, or know the true extent of his powers—but there are some ancient souls that do, and they fear the day when he may return to claim dominion over both the living and the dead.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Mordekaiser_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Mordekaiser_0.jpg;champion2.png;Obliterate;Mordekaiser smashes the ground with his mace dealing damage to each enemy struck. Damage is increased when hitting a single enemy.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MordekaiserQ.png;Indestructible;Mordekaiser stores damage he deals and takes to create a shield. He may consume the shield to heal.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MordekaiserW.png;Death's Grasp;Mordekaiser pulls all enemies in an area.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MordekaiserE.png;Realm of Death;Mordekaiser drags his victim to a different dimension with him and steals a portion of their stats. If he kills them, he keeps the stats until the victim respawns.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MordekaiserR.png;Darkness Rise;Mordekaiser gains a powerful damage aura and Move Speed after landing 3 attacks or spells against champions or monsters.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/MordekaiserPassive.png
Morgana;Morgana;the Fallen;Support;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Morgana.png;450;335;630;104;5.5;0.4;25;4.2;56;3.5;0.625;1.53;30;1.3;1;6;8;Conflicted between her celestial and mortal natures, Morgana bound her wings to embrace humanity, and inflicts her pain and bitterness upon the dishonest and the corrupt. She rejects laws and traditions she believes are unjust, and fights for truth from the shadows of Demacia—even as others seek to repress it—by casting shields and chains of dark fire. More than anything else, Morgana truly believes that even the banished and outcast may one day rise again.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Morgana_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Morgana_0.jpg;champion2.png;Dark Binding;Morgana binds an enemy in place with dark magic, forcing them to feel the pain they've caused and dealing magic damage. ;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MorganaQ.png;Tormented Shadow;Morgana casts a cursed shadow on an area, damaging enemies who dare stand in her dark circle. They receive magic damage over time, which increases the lower health they are.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MorganaW.png;Black Shield;Morgana anoints an ally with a protective barrier of starfire, which absorbs magical damage and disabling effects until it is broken.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MorganaE.png;Soul Shackles;Morgana unleashes the full force of her Celestial power as she unbinds her wings and hovers above the ground. She lashes chains of dark pain onto nearby enemy champions, gaining Move Speed. The chains slow and deal initial damage and, after a delay, stun those who are unable to break them.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/MorganaR.png;Soul Siphon;Morgana drains spirit from her enemies, healing as she deals damage to champions, large minions, and medium and larger jungler monsters.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/FallenAngel_Empathize.png
Naafiri;Naafiri;the Hound of a Hundred Bites;Assassin;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Naafiri.png;125;340;610;105;7.5;0.7;28;4.2;55;2.0;0.663;2.1;32;2.05;9;5;0;Across the sands of Shurima, a chorus of howls rings out. It is the call of the dune hounds, voracious predators who form packs and compete for the right to hunt in these barren lands. Among them, one pack stands above all, for they are driven not only by canine instincts, but by the ancient power of the Darkin.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Naafiri_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Naafiri_0.jpg;champion2.png;Darkin Daggers;Naafiri hurls up to two daggers, each inflicting bleed, or each inflicting bonus damage if the target is already bleeding.<br><br>Packmates leap to attack the first champion or monster hit by this skill.<br>;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NaafiriQ.png;The Call of the Pack;Naafiri becomes Untargetable and empowers her pack, spawning additional packmates and gaining increased Move Speed and Attack Damage.<br>;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NaafiriR.png;Eviscerate;Naafiri dashes and damages enemies in an area around her, recalling her packmates and fully healing them.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NaafiriE.png;Hounds' Pursuit;Naafiri and her packmates dash at a champion, dealing damage. Naafiri reveals nearby enemies if she scores a takedown and can recast this Ability once. The second cast grants a shield.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NaafiriW.png;We Are More;Naafiri spawns packmates that attack the targets of her attacks and abilities.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Icons_Naafiri_P.png
Nami;Nami;the Tidecaller;Support;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Nami.png;550;335;560;88;5.5;0.55;29;5.2;54;3.1;0.644;2.61;30;1.3;4;3;7;A headstrong young vastaya of the seas, Nami was the first of the Marai tribe to leave the waves and venture onto dry land, when their ancient accord with the Targonians was broken. With no other option, she took it upon herself to complete the sacred ritual that would ensure the safety of her people. Amidst the chaos of this new age, Nami faces an uncertain future with grit and determination, using her Tidecaller staff to summon the strength of the oceans themselves.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nami_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Nami_0.jpg;champion2.png;Aqua Prison;Sends a bubble to a target area, dealing damage and stunning all enemies on impact.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NamiQ.png;Ebb and Flow;Unleashes a stream of water that bounces back and forth between allied and enemy champions, healing allies and damaging enemies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NamiW.png;Tidecaller's Blessing;Empowers an allied champion for a short duration. The ally's basic attacks and spells deal bonus magic damage and slow the target.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NamiE.png;Tidal Wave;Summons a massive Tidal Wave that knocks up, slows, and damages enemies. Allies hit gain double the effect of Surging Tides.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NamiR.png;Surging Tides;When Nami's Abilities hit allied champions they gain Move Speed for a short duration.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/NamiPassive.png
Nasus;Nasus;the Curator of the Sands;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Nasus.png;125;350;650;104;9.0;0.9;34;4.7;67;4.0;0.638;3.48;32;2.05;7;5;6;Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient empire of Shurima to greatness for many centuries. After the fall of the empire, he went into self-imposed exile, becoming little more than a legend. Now that the ancient city of Shurima has risen once more, he has returned, determined to ensure it never falls again.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nasus_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Nasus_0.jpg;champion2.png;Siphoning Strike;Nasus strikes his foe, dealing damage and increasing the power of his future Siphoning Strikes if he slays his target.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NasusQ.png;Wither;Nasus ages an enemy champion, decelerating their Move Speed and Attack Speed over time.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NasusW.png;Spirit Fire;Nasus unleashes a spirit flame at a location, dealing damage and reducing the Armor of enemies who stand on it.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NasusE.png;Fury of the Sands;Nasus unleashes a mighty sandstorm that batters nearby enemies. While the storm rages, he gains increased Health, Attack Range, damages nearby enemies, has a reduced cooldown on Siphoning Strike, and gains bonus Armor and Magic Resistance.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NasusR.png;Soul Eater;Nasus drains his foe's spiritual energy, giving him bonus Life Steal.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Nasus_Passive.png
Nautilus;Nautilus;the Titan of the Depths;Tank;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Nautilus.png;175;325;646;100;8.5;0.55;39;4.95;61;3.3;0.706;1.0;32;2.05;4;6;6;A lonely legend as old as the first piers sunk in Bilgewater, the armored goliath known as Nautilus roams the dark waters off the coast of the Blue Flame Isles. Driven by a forgotten betrayal, he strikes without warning, swinging his enormous anchor to save the wretched, and drag the greedy to their doom. It is said he comes for those who forget to pay the “Bilgewater tithe”, pulling them down beneath the waves with him—an iron-clad reminder that none can escape the depths.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nautilus_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Nautilus_0.jpg;champion3.png;Dredge Line;Nautilus hurls his anchor forward.  Colliding with an enemy pulls them and Nautilus together, dealing magic damage.  Colliding with terrain pulls Nautilus towards it.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NautilusAnchorDrag.png;Titan's Wrath;Nautilus gains a temporary Shield.  While it persists, his Attacks deal damage over time to his target and surrounding enemies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NautilusPiercingGaze.png;Riptide;Nautilus creates three exploding waves around himself. Each explosion damages and slows enemies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NautilusSplashZone.png;Depth Charge;Nautilus fires a shockwave into the earth that chases an opponent. This shockwave rips up the earth above it, knocking enemies into the air. When it reaches the opponent, the shockwave erupts, knocking his target into the air and stunning them.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NautilusGrandLine.png;Staggering Blow;Nautilus' first Attack against a target deals increased physical damage and roots them briefly.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Nautilus_StaggeringBlow.png
Neeko;Neeko;the Curious Chameleon;Mage;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Neeko.png;550;340;610;104;7.5;0.75;21;5.2;48;2.5;0.625;3.5;30;1.3;1;1;9;Hailing from a long lost tribe of vastaya, Neeko can blend into any crowd by borrowing the appearances of others, even absorbing something of their emotional state to tell friend from foe in an instant. No one is ever sure where—or who—Neeko might be, but those who intend to do her harm will soon witness her true colors revealed, and feel the full power of her primordial spirit magic unleashed upon them.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Neeko_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Neeko_0.jpg;champion3.png;Blooming Burst;Neeko throws a seed dealing magic damage. The seed blooms again on hitting champions or killing units.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NeekoQ.png;Shapesplitter;Neeko passively deals bonus magic damage every third attack, briefly increasing her move speed. Neeko can activate to send a clone in a direction and recast to change the direction of the clone.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NeekoW.png;Tangle-Barbs;Neeko slings a tangle that damages and roots everything it passes through. If the tangle kills an enemy or passes through a champion, it becomes larger, faster, and roots for longer.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NeekoE.png;Pop Blossom;After a short preparation, Neeko leaps into the air, knocking up all nearby enemies. Upon landing, nearby enemies are damaged and stunned. The preparation is hidden if Neeko is disguised.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NeekoR.png;Inherent Glamour;Neeko can look like an ally champion or as other units on the map. Receiving immobilizing crowd control, casting damaging spells, damaging enemy towers as a non-champion, or your disguise taking damage equal to its healthbar breaks the disguise.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Neeko_P.png
Nidalee;Nidalee;the Bestial Huntress;Assassin;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Nidalee.png;525;335;610;109;6.0;0.6;32;5.0;58;3.5;0.638;3.22;30;1.45;5;4;7;Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear throws. She cripples her quarry before pouncing on them in feline form—the lucky few who survive tell tales of a wild woman with razor-sharp instincts, and even sharper claws...;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nidalee_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Nidalee_0.jpg;champion3.png;Javelin Toss / Takedown;In human form, Nidalee throws a spiked javelin at her target that gains damage as it flies.  As a cougar, her next attack will attempt to fatally wound her target, dealing more damage the less life they have.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/JavelinToss.png;Bushwhack / Pounce;In human form, Nidalee lays a trap for unwary opponents that, when sprung, damages and reveals its target. As a cougar, she jumps in a direction, dealing damage in an area where she lands.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/Bushwhack.png;Primal Surge / Swipe;In human form, Nidalee channels the spirit of the cougar to heal her allies and imbue them with Attack Speed for a short duration. As a cougar, she claws in a direction, dealing damage to enemies in front of her.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/PrimalSurge.png;Aspect Of The Cougar;Nidalee transforms into a cougar, gaining new abilities.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/AspectOfTheCougar.png;Prowl;Moving through brush increases Nidalee's Move Speed by 10% for 2 seconds, increased to 30% toward visible enemy champions within 1400 range.<br><br>Hitting champions or monsters with Javelin Toss or Bushwhack triggers a <font color='#FFF673'>Hunt</font>, granting <font color='#ee91d7'>True Sight</font> of them for 4 seconds. During this time, Nidalee gains 10% Move Speed (increased to 30% toward the <font color='#FFF673'>Hunted</font> target) and her Takedown and Pounce are enhanced against them.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Nidalee_Passive.png
Nilah;Nilah;the Joy Unbound;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Nilah.png;225;340;570;101;6.0;0.9;27;4.5;60;2.0;0.697;2.0;32;2.05;8;4;4;Nilah is an ascetic warrior from a distant land, seeking the world's deadliest, most titanic opponents so that she might challenge and destroy them. Having won her power through an encounter with the long-imprisoned demon of joy, she has no emotions other than unceasing jubilation—a small price to pay for the vast strength she now possesses. Channeling the demon's liquid form into a blade of unparalleled might, she stands defiant against ancient threats long forgotten.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nilah_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Nilah_0.jpg;champion3.png;Formless Blade;With a snap of her whip-blade, Nilah damages any enemies she hits in a straight line in her chosen direction. This action extends her attack range for a short duration.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NilahQ.png;Jubilant Veil;Nilah envelops herself in mist, increasing her movement speed and allowing her to gracefully dodge all incoming attacks. Any allies she touches during the mist's duration will also gain this effect.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NilahW.png;Slipstream;Nilah enthusiastically dashes toward her target, dealing damage to any enemies she passes through on the way.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NilahE.png;Apotheosis;Twirling her whip-blade in joyful exuberance, Nilah deals damage to enemies around her before pulling them closer with her weapon.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NilahR.png;Joy Unending;Nilah gains increased experience from last-hitting minions along with the ability to enhance and share nearby healing and shielding from her allies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/NIlahP.png
Nocturne;Nocturne;the Eternal Nightmare;Fighter;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Nocturne.png;125;345;655;109;7.0;0.75;38;4.2;62;2.6;0.721;2.7;32;1.55;9;5;2;A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking blades. After freeing itself from the spirit realm, Nocturne descended upon the waking world, to feed upon the kind of terror that can only thrive in true darkness.;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nocturne_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Nocturne_0.jpg;champion3.png;Duskbringer;Nocturne throws a shadow blade that deals damage, leaves a Dusk Trail, and causes champions to leave a Dusk Trail. While on the trail, Nocturne can move through units and has increased Move Speed and Attack Damage.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NocturneDuskbringer.png;Shroud of Darkness;Nocturne empowers his blades, passively gaining Attack Speed. Activating Shroud of Darkness allows Nocturne to fade into the shadows, creating a magical barrier which blocks a single enemy ability and doubles his passive Attack Speed if successful.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NocturneShroudofDarkness.png;Unspeakable Horror;Nocturne plants a nightmare into his target's mind, dealing damage each second and applying fear to the target if they do not get out of range by the end of the duration.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NocturneUnspeakableHorror.png;Paranoia;Nocturne reduces the sight radius of all enemy champions and removes their ally vision in the process. He can then launch himself at a nearby enemy champion.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NocturneParanoia.png;Umbra Blades;Every few seconds, Nocturne's next attack strikes surrounding enemies for bonus physical damage and heals himself. <br><br>Nocturne's basic attacks reduce this cooldown.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/Nocturne_UmbraBlades.png
Nunu & Willump;Nunu;the Boy and His Yeti;Tank;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/champion/Nunu.png;125;345;610;90;5.0;0.8;29;4.2;61;3.0;0.625;2.25;32;2.05;4;6;7;Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster—only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu and Willump now ramble wildly across the Freljord, breathing life into imagined adventures. They hope that somewhere out there, they will find Nunu's mother. If they can save her, maybe they will be heroes after all…;https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Nunu_0.jpg;https://ddragon.leagueoflegends.com/cdn/img/champion/loading/Nunu_0.jpg;champion3.png;Consume;Willump takes a bite out of a minion, monster, or enemy champion, dealing damage and healing himself.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NunuQ.png;Biggest Snowball Ever!;Willump creates a snowball that grows in size and speed as he rolls it.  The snowball damages and knocks up enemies.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NunuW.png;Snowball Barrage;Nunu throws multiple snowballs that damage enemies.  When he's finished, Willump roots any champions or large monsters that were hit by a snowball.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NunuE.png;Absolute Zero;Nunu & Willump create a powerful blizzard in an area that slows enemies and deals massive damage at the end.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/spell/NunuR.png;Call of the Freljord;Nunu increases the attack speed and Move Speed of Willump and a nearby ally, and causes Willump's basic attacks to damage enemies around the target.;https://ddragon.leagueoflegends.com/cdn/16.1.1/img/passive/NunuPassive.png
